densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
14,10,3,0,2,40,3
9,4,0,0,0,14,3
8,11,1,0,1,29,3
1,2,1,0,0,16,3
4,5,1,0,2,16,3
14,13,2,0,1,39,3
1,0,0,0,0,0,3
7,5,3,0,2,19,3
8,188,2,0,17,95,3
10,19,2,0,2,36,3
8,2,0,0,0,13,3
1,1,1,0,0,26,3
1,0,0,0,0,9,3
4,13,1,0,6,120,3
4,0,0,0,1,6,3
4,27,8,0,3,35,3
4,10,4,0,3,43,3
16,31,3,0,7,37,3
4,17,5,0,12,76,3
6,8,2,0,2,33,3
14,11,2,0,2,40,3
2,1,0,0,0,14,3
2,0,0,0,0,6,3
8,229,3,0,14,51,3
2,9,1,0,0,10,3
2,7,1,0,1,14,3
6,18,1,0,2,122,3
2,0,0,0,0,0,3
5,7,2,0,3,220,3
1,5,0,0,0,37,3
5,1,1,0,0,34,3
16,28,4,0,7,39,3
1,4,0,0,0,37,3
16,27,4,0,7,40,3
4,5,1,0,2,17,3
16,29,3,0,8,38,3
4,3,0,0,0,36,3
4,26,2,0,2,20,3
4,1,0,0,0,14,3
1,1,0,0,0,0,3
2,0,0,0,0,10,3
6,21,3,0,1,34,3
12,63,8,0,6,54,3
1,1,0,0,0,7,3
9,408,1,0,20,28,3
3,1,0,0,0,14,3
1,18,1,0,0,34,3
3,5,1,0,0,16,3
2,2,0,0,0,21,3
3,16,5,0,10,76,3
16,31,3,0,7,37,3
17,61,4,0,5,45,3
6,19,1,0,0,33,3
14,11,2,0,2,40,3
2,2,0,0,0,20,3
5,8,2,0,2,43,3
1,3,0,0,3,133,3
5,4,1,0,1,15,3
3,10,2,0,4,44,3
14,11,2,0,2,40,3
3,8,2,0,5,292,3
4,4,1,0,0,15,3
14,11,2,0,2,40,3
4,31,5,0,3,25,3
1,5,0,0,0,36,3
6,18,2,0,5,36,3
5,13,2,0,4,54,3
4,4,1,0,2,16,3
14,11,2,0,2,40,3
4,1,1,0,0,32,3
1,2,1,0,1,26,3
9,247,8,0,8,40,3
3,1,17,0,0,14,3
1,1,0,0,0,8,3
6,9,3,0,3,82,3
9,4,0,0,0,14,3
3,16,5,0,10,71,3
4,1,0,0,0,16,3
5,2,1,0,0,36,3
3,4,0,0,1,35,3
6,22,1,0,2,29,3
7,18,2,0,5,36,3
8,11,3,0,2,33,3
8,355,1,0,19,36,3
6,12,2,0,3,91,3
4,12,4,0,3,54,3
2,4,0,0,0,37,3
2,24,1,0,1,26,3
4,10,4,0,3,42,3
4,10,4,0,3,42,3
13,67,6,0,4,59,3
3,2,0,0,0,22,3
6,2,2,0,1,10,3
14,10,3,0,2,40,3
6,3,1,0,1,33,3
4,22,0,0,1,19,3
6,2,1,0,1,33,3
2,0,0,0,0,13,3
1,0,0,0,0,0,3
1,1,0,0,0,26,3
2,7,1,0,2,33,3
2,17,1,0,3,34,3
14,10,2,0,1,39,3
1,1,0,0,0,21,3
11,222,8,0,8,45,3
2,4,0,0,1,25,3
4,0,0,0,0,8,3
4,23,0,0,1,21,3
3,0,0,0,0,7,3
1,0,1,0,0,3,3
14,10,3,0,2,41,3
2,3,2,0,2,19,3
1,0,0,0,0,5,3
1,0,0,0,0,10,3
5,13,1,0,6,119,3
2,4,0,0,1,25,3
1,1,0,0,0,9,3
4,22,1,0,1,28,3
8,2,0,0,0,13,3
9,3,0,0,0,13,3
3,3,0,0,0,23,3
2,3,0,0,0,20,3
1,0,0,0,0,5,3
16,38,3,0,4,40,3
6,2,0,0,0,14,3
8,11,2,0,1,31,3
4,5,1,0,1,15,3
4,4,1,0,0,15,3
3,0,0,0,0,8,3
5,17,4,0,13,75,3
4,22,0,0,1,18,3
10,221,6,0,9,47,3
8,6,0,0,4,29,3
2,0,0,0,0,8,3
2,2,0,0,0,20,3
3,13,3,0,2,55,3
7,10,2,0,2,33,3
14,12,2,0,2,40,3
2,1,0,0,0,20,3
2,0,1,0,0,3,3
16,32,3,0,4,37,3
7,8,1,0,2,76,3
3,24,2,0,3,24,3
3,0,0,0,0,8,3
1,0,0,0,0,0,3
5,1,1,0,0,34,3
3,0,0,0,0,6,3
3,0,0,0,0,10,3
2,34,1,0,2,11,3
3,0,0,0,0,6,3
2,26,2,0,1,25,3
1,2,0,0,0,7,3
1,0,1,0,0,3,3
1,0,0,0,0,15,3
4,13,3,0,12,255,3
7,27,1,0,8,55,3
4,5,1,0,1,15,3
5,11,3,0,8,227,3
1,1,1,0,0,3,3
5,9,2,0,2,43,3
2,6,1,0,5,283,3
2,1,0,0,0,20,3
2,0,0,0,0,32,3
1,0,0,0,0,9,3
2,16,5,0,13,65,3
2,3,0,0,1,34,3
4,4,4,0,0,45,3
1,3,0,0,0,37,3
6,11,2,0,3,85,3
14,10,2,0,2,40,3
1,0,1,0,0,3,3
3,2,0,0,2,59,3
1,5,0,0,0,36,3
3,10,2,0,3,43,3
14,11,2,0,1,39,3
4,4,1,0,1,16,3
1,1,0,0,0,9,3
4,4,4,0,0,46,3
7,14,5,0,5,77,3
3,3,0,0,0,36,3
1,2,0,0,0,21,3
4,12,3,0,9,286,3
3,1,17,0,0,14,3
8,13,4,0,3,77,3
2,0,0,0,0,12,3
3,0,0,0,0,10,3
3,1,0,0,0,10,3
6,1,1,0,1,36,3
15,63,3,0,4,49,3
4,1,0,0,0,20,3
4,1,0,0,0,15,3
1,1,1,0,0,3,3
3,4,1,0,0,16,3
1,0,0,0,0,5,3
1,1,0,0,0,45,3
8,3,0,0,0,14,3
12,23,2,0,3,37,3
14,12,2,0,1,37,3
6,8,3,0,3,80,3
3,1,17,0,0,14,3
8,3,0,0,0,13,3
1,0,0,0,0,10,3
2,7,1,0,2,14,3
12,8,0,0,0,17,3
4,17,2,0,6,35,3
8,11,3,0,3,77,3
2,1,0,0,0,12,3
3,10,3,0,3,44,3
5,1,1,0,0,32,3
5,2,1,0,0,35,3
2,0,0,0,0,32,3
2,3,0,0,0,20,3
3,0,0,0,0,6,3
4,1,0,0,0,15,3
10,21,2,0,2,34,3
3,9,2,0,2,33,3
5,15,5,0,7,75,3
1,0,0,0,0,30,3
10,19,2,0,2,34,3
4,4,1,0,2,16,3
3,2,0,0,0,20,3
4,3,0,0,0,36,3
4,4,1,0,1,16,3
10,7,1,0,0,20,3
1,0,0,0,0,27,3
17,15,4,0,13,67,3
3,0,0,0,0,10,3
1,3,2,0,1,26,3
3,2,0,0,1,14,3
3,0,0,0,0,6,3
6,8,3,0,4,199,3
12,61,7,0,5,53,3
3,0,0,0,0,7,3
12,8,1,0,0,19,3
2,1,0,0,0,21,3
1,1,0,0,0,7,3
3,1,17,0,0,14,3
1,3,2,0,1,26,3
1,4,2,0,1,17,3
17,32,3,0,4,37,3
4,29,8,0,3,35,3
4,22,0,0,1,18,3
2,22,1,0,1,28,3
4,4,1,0,2,16,3
2,1,12,0,0,14,3
3,10,2,0,3,44,3
4,4,1,0,1,16,3
1,3,1,0,0,26,3
1,1,0,0,0,21,3
2,4,0,0,0,37,3
14,12,2,0,2,40,3
1,1,1,0,0,3,3
1,0,0,0,0,0,3
3,1,2,0,1,79,3
8,202,2,0,16,76,3
1,0,1,0,0,2,3
1,0,0,0,0,0,3
4,5,1,0,2,17,3
3,2,1,0,0,10,3
9,4,0,0,0,14,3
1,1,0,0,0,0,3
4,0,0,0,0,7,3
3,0,0,0,0,9,3
1,1,0,0,0,9,3
17,31,3,0,5,37,3
4,1,0,0,0,15,3
3,2,0,0,1,29,3
4,4,1,0,2,16,3
2,1,0,0,0,20,3
3,1,0,0,0,20,3
4,10,4,0,3,43,3
9,219,5,0,11,50,3
11,218,8,0,8,45,3
2,1,1,0,0,14,3
3,6,0,0,0,54,3
3,3,0,0,0,25,3
4,8,2,0,0,49,3
8,8,2,0,2,82,3
3,0,0,0,0,7,3
10,21,2,0,2,34,3
6,15,5,0,6,76,3
2,0,0,0,0,4,3
1,1,0,0,0,8,3
2,0,0,0,0,3,3
2,0,0,0,0,12,3
10,20,2,0,2,34,3
3,5,1,0,2,254,3
3,15,2,0,4,56,3
2,4,0,0,3,149,3
2,0,0,0,0,13,3
2,0,0,0,0,6,3
1,2,0,0,0,302,3
14,12,2,0,1,38,3
6,9,2,0,2,33,3
4,15,5,0,8,74,3
9,220,5,0,11,50,3
3,10,2,0,4,44,3
5,8,2,0,2,44,3
1,5,0,0,0,37,3
3,0,0,0,0,9,3
3,1,0,0,0,33,3
4,5,2,0,2,18,3
11,7,0,0,0,18,3
14,25,3,0,6,39,3
2,2,0,0,0,21,3
14,10,3,0,2,40,3
1,1,1,0,0,3,3
1,1,0,0,0,13,3
10,17,2,0,3,36,3
1,3,0,0,0,14,3
3,1,2,0,0,78,3
1,3,0,0,3,133,3
5,0,0,0,0,10,3
4,9,3,0,1,52,3
2,2,0,0,0,10,3
1,1,0,0,0,34,3
1,1,1,0,0,3,3
1,0,1,0,0,3,3
9,208,4,0,12,63,3
1,4,0,0,2,20,3
2,0,0,0,0,0,3
3,22,1,0,1,23,3
1,3,0,0,1,296,3
2,41,1,0,2,6,3
2,8,0,0,1,13,3
1,1,1,0,0,35,3
5,10,3,0,2,52,3
16,33,3,0,7,38,3
14,10,3,0,2,41,3
2,2,0,0,0,33,3
1,0,0,0,0,31,3
9,4,0,0,0,14,3
6,11,3,0,3,53,3
2,1,0,0,0,10,3
1,0,0,0,0,5,3
1,0,0,0,0,2,3
3,9,2,0,3,44,3
2,1,0,0,0,9,3
2,0,1,0,0,3,3
3,6,1,0,1,57,3
6,12,2,0,3,85,3
3,0,0,0,0,31,3
5,19,0,0,6,55,3
1,0,0,0,0,5,3
4,16,0,0,5,56,3
6,18,2,0,5,36,3
6,10,2,0,3,84,3
1,1,0,0,0,31,3
1,1,0,0,0,32,3
14,10,3,0,2,40,3
5,9,4,0,2,44,3
8,224,3,0,14,53,3
1,0,0,0,0,8,3
5,16,0,0,4,56,3
4,3,0,0,0,36,3
1,1,0,0,0,33,3
8,201,2,0,17,78,3
1,2,1,0,1,26,3
2,8,0,0,1,13,3
4,1,0,0,0,20,3
3,21,3,0,5,56,3
17,62,3,0,4,46,3
3,3,0,0,0,25,3
14,12,2,0,2,40,3
4,1,0,0,0,20,3
1,2,1,0,1,25,3
17,31,3,0,6,37,3
5,16,1,0,2,124,3
8,11,3,0,2,33,3
1,3,1,0,1,25,3
9,4,0,0,0,14,3
3,4,0,0,1,37,3
7,9,2,0,2,76,3
5,16,1,0,2,123,3
3,0,0,0,0,7,3
1,0,0,0,0,0,3
4,22,0,0,1,19,3
5,10,3,0,3,52,3
6,15,4,0,10,72,3
14,29,2,0,2,36,3
16,32,3,0,3,37,3
2,3,0,0,0,20,3
6,16,1,0,2,57,3
5,14,4,0,10,284,3
4,5,2,0,2,18,3
6,9,3,0,5,203,3
9,4,0,0,0,14,3
1,0,1,0,0,3,3
3,1,0,0,0,15,3
9,4,0,0,0,15,3
4,18,3,0,3,37,3
14,12,2,0,2,40,3
4,13,3,0,10,285,3
3,3,0,0,1,40,3
11,218,8,0,8,46,3
9,9,0,0,6,29,3
3,15,5,0,10,73,3
17,31,4,0,6,38,3
6,9,4,0,4,79,3
4,1,0,0,0,16,3
2,2,0,0,0,21,3
3,16,5,0,10,74,3
1,5,1,0,1,16,3
1,0,0,0,0,10,3
1,3,0,0,3,133,3
6,8,3,0,3,80,3
1,2,2,0,1,25,3
3,1,0,0,0,14,3
3,14,3,0,2,56,3
10,21,2,0,2,36,3
3,22,1,0,2,22,3
3,0,0,0,0,8,3
4,1,0,0,0,16,3
9,26,1,0,6,56,3
1,0,0,0,0,8,3
7,3,1,0,1,31,3
8,8,2,0,2,80,3
1,1,0,0,0,6,3
10,5,0,0,0,14,3
3,1,17,0,0,14,3
3,1,1,0,0,32,3
2,0,0,0,0,4,3
1,4,0,0,1,21,3
4,8,2,0,1,52,3
2,3,1,0,0,32,3
1,4,0,0,0,36,3
3,5,0,0,1,34,3
17,32,3,0,5,37,3
1,0,0,0,0,14,3
8,10,0,0,3,29,3
3,7,1,0,0,53,3
2,1,0,0,1,10,3
2,22,1,0,1,27,3
8,398,2,0,18,28,3
1,0,0,0,0,4,3
2,1,12,0,0,14,3
14,11,2,0,2,40,3
14,10,3,0,2,41,3
6,7,1,0,1,76,3
8,189,2,0,15,92,3
3,18,1,0,0,33,3
14,48,4,0,4,45,3
4,9,2,0,1,45,3
5,4,1,0,1,15,3
7,2,0,0,0,12,3
3,1,0,0,0,20,3
10,219,6,0,9,48,3
5,8,2,0,2,44,3
2,1,0,0,1,10,3
2,2,1,0,1,18,3
1,1,0,0,0,12,3
14,10,3,0,2,40,3
4,4,1,0,0,15,3
4,0,0,0,0,16,3
1,3,0,0,1,44,3
14,13,2,0,1,39,3
12,6,1,0,2,38,3
2,0,0,0,0,12,3
1,2,1,0,0,16,3
10,20,2,0,2,34,3
1,4,0,0,0,37,3
9,9,0,0,4,29,3
3,0,0,0,0,8,3
1,1,0,0,0,15,3
6,11,3,0,3,53,3
1,0,1,0,0,3,3
4,15,5,0,8,75,3
3,16,5,0,10,72,3
8,201,2,0,17,78,3
6,2,0,0,0,13,3
1,5,0,0,3,130,3
3,14,2,0,2,65,3
14,10,3,0,2,40,3
2,22,1,0,2,25,3
1,3,0,0,1,296,3
3,5,3,0,2,19,3
1,0,0,0,0,29,3
2,23,1,0,1,28,3
5,24,2,0,12,60,3
6,4,0,0,2,10,3
7,19,2,0,1,34,3
3,1,0,0,0,14,3
8,239,4,0,13,47,3
4,1,1,0,0,33,3
1,2,0,0,0,34,3
7,10,2,0,2,76,3
3,3,0,0,0,36,3
3,3,0,0,1,39,3
10,19,2,0,2,35,3
2,23,1,0,1,28,3
4,4,1,0,1,77,3
1,2,1,0,0,36,3
16,39,3,0,3,41,3
3,4,1,0,0,45,3
2,0,1,0,0,34,3
4,10,3,0,3,44,3
10,18,2,0,3,36,3
1,3,1,0,1,25,3
3,7,1,0,0,55,3
4,10,3,0,2,42,3
6,16,5,0,8,77,3
6,22,1,0,2,29,3
3,0,0,0,0,7,3
3,1,17,0,0,14,3
1,4,2,0,1,17,3
5,2,1,0,1,35,3
4,22,1,0,2,20,3
3,1,0,0,0,21,3
3,1,17,0,0,14,3
1,2,1,0,1,26,3
4,4,2,0,1,81,3
1,2,1,0,0,17,3
2,1,0,0,0,4,3
2,22,1,0,1,27,3
3,2,0,0,0,22,3
2,1,1,0,0,13,3
8,10,0,0,1,29,3
1,0,0,0,0,10,3
1,4,0,0,0,37,3
10,4,0,0,0,14,3
3,0,0,0,0,7,3
3,10,3,0,3,44,3
6,2,0,0,0,14,3
2,5,2,0,1,18,3
2,1,9,0,0,14,3
2,0,0,0,0,3,3
2,0,0,0,0,0,3
3,16,5,0,11,69,3
3,1,17,0,0,14,3
3,3,0,0,1,40,3
5,24,2,0,12,60,3
1,1,0,0,0,8,3
4,11,4,0,3,42,3
2,0,0,0,0,10,3
3,17,5,0,12,77,3
5,1,0,0,1,37,3
1,1,1,0,0,3,3
2,1,1,0,0,10,3
7,20,1,0,1,32,3
1,3,0,0,2,294,3
2,1,13,0,0,14,3
3,8,0,0,2,129,3
3,3,0,0,0,25,3
14,11,2,0,2,40,3
2,1,0,0,0,11,3
11,38,4,0,4,39,3
3,4,0,0,0,14,3
4,22,6,0,3,36,3
2,0,0,0,0,12,3
5,1,1,0,0,34,3
2,3,0,0,1,26,3
5,18,2,0,3,57,3
1,3,1,0,1,25,3
14,11,2,0,1,38,3
5,14,5,0,7,77,3
17,15,4,0,13,68,3
1,2,1,0,0,26,3
1,2,1,0,0,32,3
1,0,1,0,0,3,3
4,16,4,0,10,71,3
7,20,1,0,1,33,3
2,1,1,0,0,11,3
2,2,0,0,0,43,3
7,4,0,0,1,12,3
2,0,0,0,0,4,3
1,8,1,0,1,34,3
4,1,0,0,0,14,3
1,1,0,0,0,33,3
1,1,1,0,0,35,3
4,1,0,0,0,20,3
2,8,0,0,1,13,3
2,44,2,0,3,6,3
2,0,0,0,0,6,3
1,3,2,0,2,18,3
2,2,0,0,0,20,3
5,9,3,0,0,46,3
1,1,2,0,1,24,3
3,37,1,0,2,8,3
5,9,3,0,0,48,3
9,21,1,0,2,32,3
3,1,2,0,0,80,3
3,2,2,0,0,10,3
2,3,0,0,1,42,3
9,199,4,0,12,76,3
3,12,3,0,11,263,3
3,0,0,0,0,8,3
3,2,0,0,1,64,3
6,1,1,0,1,35,3
8,222,2,0,16,55,3
2,0,0,0,0,13,3
1,2,1,0,2,17,3
3,3,0,0,0,25,3
16,37,3,0,4,40,3
1,1,1,0,0,35,3
3,0,0,0,0,11,3
14,12,2,0,1,37,3
8,67,3,0,2,60,3
6,1,1,0,1,36,3
3,1,17,0,0,14,3
4,12,1,0,2,126,3
2,1,9,0,0,14,3
8,22,3,0,2,34,3
5,2,1,0,0,36,3
3,0,1,0,0,33,3
3,0,0,0,0,6,3
8,17,3,0,2,131,3
3,0,0,0,0,31,3
1,3,1,0,1,25,3
4,0,0,0,0,7,3
1,0,0,0,0,8,3
1,4,0,0,3,130,3
16,15,4,0,12,68,3
7,3,1,0,1,31,3
10,17,2,0,3,36,3
3,10,2,0,3,43,3
1,0,0,0,0,4,3
8,12,4,0,3,77,3
1,0,0,0,0,29,3
1,2,0,0,0,33,3
4,12,1,0,6,120,3
2,1,0,0,0,10,3
10,5,0,0,0,14,3
2,4,0,0,0,37,3
5,0,0,0,0,15,3
10,18,2,0,3,35,3
2,0,0,0,0,0,3
4,4,3,0,0,45,3
3,2,1,0,1,14,3
1,2,1,0,1,26,3
6,11,2,0,2,84,3
3,3,0,0,0,25,3
3,0,0,0,0,6,3
11,218,8,0,8,45,3
3,1,2,0,0,81,3
6,18,2,0,5,36,3
1,1,0,0,0,45,3
3,3,0,0,1,37,3
1,0,0,0,0,0,3
1,1,1,0,0,35,3
14,10,3,0,2,40,3
5,8,2,0,0,45,3
14,13,2,0,1,39,3
1,1,0,0,0,33,3
1,0,0,0,0,31,3
1,0,1,0,0,3,3
8,264,7,0,8,37,3
6,7,2,0,3,141,3
5,2,1,0,0,35,3
16,31,3,0,4,38,3
14,10,3,0,2,40,3
8,14,5,0,4,78,3
1,2,1,0,0,16,3
9,4,0,0,0,14,3
1,0,0,0,0,3,3
4,23,3,0,12,61,3
3,2,1,0,0,10,3
1,3,1,0,1,25,3
11,225,8,0,8,44,3
3,15,2,0,4,56,3
6,12,2,0,3,83,3
1,2,1,0,2,19,3
8,23,4,0,2,36,3
9,210,5,0,11,60,3
3,1,0,0,0,17,3
4,4,1,0,1,16,3
4,10,3,0,3,44,3
1,1,0,0,0,9,3
9,3,1,0,2,37,3
1,2,0,0,0,33,3
2,1,0,0,0,20,3
7,18,2,0,5,35,3
1,0,0,0,0,12,3
4,1,0,0,0,14,3
4,1,0,0,0,15,3
1,4,2,0,1,17,3
4,0,0,0,1,6,3
3,0,0,0,0,8,3
4,0,0,0,0,7,3
2,4,0,0,0,8,3
1,0,0,0,0,11,3
5,3,2,0,2,149,3
1,1,1,0,0,3,3
1,1,0,0,0,9,3
2,7,1,0,6,281,3
5,2,0,0,1,30,3
2,0,0,0,0,8,3
1,2,0,0,0,15,3
14,12,2,0,2,40,3
1,0,0,0,0,0,3
1,2,1,0,0,26,3
3,0,0,0,0,8,3
2,2,0,0,1,21,3
7,22,1,0,2,29,3
1,0,0,0,0,2,3
2,2,0,0,0,21,3
2,6,1,0,4,285,3
2,2,0,0,0,22,3
4,1,0,0,0,20,3
1,0,0,0,0,30,3
2,8,1,0,1,34,3
4,16,5,0,10,74,3
3,1,0,0,0,14,3
1,1,0,0,0,21,3
4,0,0,0,0,16,3
4,10,4,0,3,43,3
4,5,3,0,2,79,3
3,14,5,0,9,81,3
2,2,0,0,1,21,3
2,1,1,0,1,23,3
2,2,0,0,1,21,3
2,1,0,0,0,10,3
3,10,3,0,3,44,3
4,10,4,0,3,44,3
3,7,1,0,0,53,3
6,13,5,0,5,78,3
4,20,4,0,13,65,3
7,19,2,0,5,116,3
3,0,0,0,0,7,3
10,214,6,0,9,52,3
5,14,1,0,6,118,3
14,62,6,0,5,49,3
2,0,1,0,0,3,3
8,218,2,0,16,59,3
3,4,0,0,1,61,3
1,0,0,0,0,8,3
3,22,1,0,1,20,3
3,14,3,0,3,56,3
2,1,0,0,0,12,3
4,8,2,0,0,50,3
4,1,0,0,0,20,3
5,8,2,0,0,46,3
3,1,0,0,0,17,3
12,7,0,0,0,15,3
1,1,1,0,0,3,3
1,1,0,0,0,32,3
11,14,4,0,6,75,3
4,9,3,0,2,54,3
2,3,1,0,1,19,3
6,12,2,0,3,83,3
1,0,0,0,0,11,3
1,3,2,0,1,26,3
17,31,3,0,6,37,3
2,0,0,0,0,34,3
3,1,17,0,0,14,3
3,1,2,0,0,77,3
4,23,0,0,1,21,3
3,0,0,0,0,32,3
3,9,2,0,3,44,3
10,224,8,0,8,44,3
2,2,0,0,0,8,3
2,3,0,0,1,25,3
2,3,1,0,0,32,3
14,10,3,0,2,41,3
3,21,3,0,5,56,3
1,7,1,0,1,14,3
8,2,0,0,0,13,3
6,4,0,0,1,11,3
4,3,0,0,0,36,3
5,9,3,0,1,52,3
3,22,3,0,5,56,3
1,5,1,0,3,289,3
6,2,1,0,0,36,3
3,1,2,0,0,80,3
1,3,0,0,3,133,3
9,3,1,0,2,37,3
8,209,2,0,16,71,3
2,4,0,0,0,37,3
4,0,0,0,1,6,3
1,2,1,0,0,16,3
1,0,0,0,0,5,3
4,10,4,0,3,43,3
5,17,4,0,13,76,3
8,2,0,0,0,13,3
5,1,0,0,1,37,3
10,18,2,0,3,36,3
8,194,2,0,17,87,3
4,16,5,0,10,73,3
3,2,1,0,0,10,3
3,1,2,0,0,73,3
4,3,1,0,1,77,3
3,0,0,0,0,13,3
3,2,0,0,0,23,3
2,22,1,0,1,25,3
1,3,1,0,1,25,3
2,1,1,0,0,34,3
1,1,0,0,0,21,3
1,0,0,0,0,0,3
1,1,0,0,0,21,3
14,10,3,0,2,40,3
3,10,2,0,3,43,3
8,229,3,0,14,51,3
16,65,7,0,5,58,3
2,3,1,0,0,17,3
1,0,0,0,0,5,3
1,0,0,0,0,13,3
1,0,0,0,0,1,3
1,0,0,0,0,8,3
1,1,1,0,0,14,3
4,17,5,0,10,75,3
4,10,4,0,3,44,3
7,8,3,0,3,80,3
2,0,0,0,0,0,3
1,0,0,0,0,11,3
1,2,1,0,1,26,3
6,10,6,0,4,42,3
1,2,0,0,0,15,3
2,3,1,0,1,20,3
2,1,0,0,0,14,3
1,0,0,0,0,8,3
