densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target,oportunidad_negocio
2,3,0,1,0,3,1,farmacia
3,1,0,2,0,28,1,farmacia
0,1,0,0,0,8,1,farmacia
1,3,2,1,0,21,1,farmacia
3,2,0,1,0,24,1,farmacia
4,7,1,2,0,47,1,farmacia
3,3,1,2,0,25,1,farmacia
1,1,0,1,0,12,1,farmacia
3,3,0,2,0,32,1,farmacia
0,1,1,0,0,24,1,farmacia
4,1,0,2,0,14,1,farmacia
0,1,0,0,0,8,1,farmacia
0,1,0,0,0,7,1,farmacia
3,1,0,1,0,19,1,farmacia
8,7,0,1,0,29,1,farmacia
2,1,0,2,0,22,1,farmacia
3,3,0,1,0,25,1,farmacia
4,1,2,1,0,4,1,farmacia
2,2,0,1,0,39,1,farmacia
3,4,1,4,0,29,1,farmacia
5,2,0,2,0,20,1,farmacia
2,2,2,1,0,26,1,farmacia
4,5,0,1,0,32,1,farmacia
3,1,0,2,0,19,1,farmacia
4,2,0,3,0,35,1,farmacia
9,6,8,1,0,15,1,farmacia
7,3,4,2,0,17,1,farmacia
4,2,0,2,0,20,1,farmacia
0,1,0,1,0,13,1,farmacia
3,2,1,1,0,45,1,farmacia
3,1,0,1,0,19,1,farmacia
10,8,8,1,0,16,1,farmacia
0,1,0,0,0,0,1,farmacia
2,1,0,1,0,19,1,farmacia
5,7,1,1,0,61,1,farmacia
4,3,0,3,0,36,1,farmacia
3,2,0,2,0,19,1,farmacia
2,5,0,1,0,40,1,farmacia
5,2,0,1,0,22,1,farmacia
5,2,0,4,0,49,1,farmacia
0,2,1,0,0,20,1,farmacia
4,1,2,1,0,4,1,farmacia
0,1,0,0,0,7,1,farmacia
0,1,0,0,0,1,1,farmacia
4,2,0,1,0,21,1,farmacia
0,1,0,0,0,8,1,farmacia
3,7,1,1,0,49,1,farmacia
3,1,0,2,0,29,1,farmacia
8,5,3,2,0,40,1,farmacia
6,7,0,1,0,23,1,farmacia
0,1,0,0,0,28,1,farmacia
4,1,2,1,0,4,1,farmacia
5,6,1,2,0,45,1,farmacia
6,1,0,3,0,39,1,farmacia
0,2,1,1,0,23,1,farmacia
4,2,0,2,0,20,1,farmacia
5,1,0,3,0,24,1,farmacia
2,2,3,1,0,26,1,farmacia
3,1,0,2,0,38,1,farmacia
5,3,0,3,0,36,1,farmacia
3,8,1,1,0,50,1,farmacia
9,4,3,1,0,39,1,farmacia
4,3,0,1,0,32,1,farmacia
6,3,0,1,0,19,1,farmacia
3,3,2,1,0,24,1,farmacia
5,2,1,3,0,28,1,farmacia
7,8,1,1,0,22,1,farmacia
2,2,0,2,0,33,1,farmacia
3,4,2,2,0,24,1,farmacia
4,1,0,2,0,14,1,farmacia
3,3,0,1,0,17,1,farmacia
10,8,8,1,0,15,1,farmacia
0,2,0,0,0,3,1,farmacia
3,1,0,2,0,28,1,farmacia
0,1,0,0,0,2,1,farmacia
0,1,0,0,0,29,1,farmacia
2,1,0,1,0,19,1,farmacia
9,2,0,1,0,38,1,farmacia
5,9,1,2,0,67,1,farmacia
3,2,0,2,0,20,1,farmacia
7,3,0,1,0,74,1,farmacia
3,4,0,1,0,24,1,farmacia
2,6,0,1,0,26,1,farmacia
5,3,0,5,0,37,1,farmacia
3,7,1,1,0,49,1,farmacia
6,3,2,2,0,19,1,farmacia
0,1,0,0,0,25,1,farmacia
0,1,0,0,0,25,1,farmacia
2,1,0,3,0,46,1,farmacia
8,5,3,2,0,40,1,farmacia
5,3,0,2,0,36,1,farmacia
2,1,0,3,0,47,1,farmacia
6,1,0,3,0,39,1,farmacia
4,2,0,2,0,34,1,farmacia
5,3,3,1,0,42,1,farmacia
5,4,0,1,0,32,1,farmacia
9,2,0,1,0,37,1,farmacia
5,5,0,1,0,72,1,farmacia
6,4,0,1,0,24,1,farmacia
4,1,0,3,0,40,1,farmacia
0,2,1,0,0,20,1,farmacia
8,9,1,2,0,64,1,farmacia
4,7,0,1,0,74,1,farmacia
8,2,0,1,0,26,1,farmacia
2,3,3,1,0,25,1,farmacia
2,1,0,1,0,13,1,farmacia
1,2,0,1,0,15,1,farmacia
4,1,2,1,0,4,1,farmacia
5,3,0,2,0,36,1,farmacia
0,2,0,0,0,45,1,farmacia
4,7,1,2,0,48,1,farmacia
0,1,0,3,0,55,1,farmacia
2,2,0,1,0,18,1,farmacia
0,2,1,1,0,20,1,farmacia
5,3,0,2,0,36,1,farmacia
6,3,1,5,0,47,1,farmacia
0,2,0,1,0,24,1,farmacia
5,2,0,3,0,57,1,farmacia
0,1,0,1,0,58,1,farmacia
8,6,0,1,0,28,1,farmacia
3,1,0,2,0,29,1,farmacia
3,1,0,1,0,9,1,farmacia
0,2,0,2,0,32,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,1,0,12,1,farmacia
2,3,0,2,0,24,1,farmacia
4,1,0,1,0,15,1,farmacia
8,7,0,1,0,31,1,farmacia
5,2,0,2,0,21,1,farmacia
2,1,0,1,0,18,1,farmacia
3,1,1,1,0,24,1,farmacia
0,1,0,0,0,7,1,farmacia
1,1,0,1,0,15,1,farmacia
0,2,0,0,0,45,1,farmacia
0,1,0,0,0,0,1,farmacia
0,2,0,0,0,3,1,farmacia
5,2,1,2,0,28,1,farmacia
6,1,0,3,0,39,1,farmacia
4,4,1,2,0,56,1,farmacia
0,1,0,0,0,7,1,farmacia
5,3,0,2,0,35,1,farmacia
9,8,0,2,0,28,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,1,0,35,1,farmacia
3,5,0,2,0,42,1,farmacia
8,3,3,1,0,27,1,farmacia
3,3,2,2,0,24,1,farmacia
3,9,1,1,0,49,1,farmacia
0,1,0,0,0,2,1,farmacia
2,3,0,2,0,24,1,farmacia
6,4,0,2,0,71,1,farmacia
2,2,0,1,0,23,1,farmacia
8,3,4,1,0,28,1,farmacia
3,1,0,1,0,8,1,farmacia
4,1,3,1,0,4,1,farmacia
5,2,0,1,0,21,1,farmacia
1,3,0,0,0,32,1,farmacia
3,1,0,2,0,21,1,farmacia
0,1,0,3,0,55,1,farmacia
2,1,0,1,0,14,1,farmacia
33,2,3,1,0,10,1,farmacia
2,2,0,3,0,19,1,farmacia
4,1,0,2,0,28,1,farmacia
5,7,1,2,0,40,1,farmacia
3,1,0,1,0,23,1,farmacia
1,2,0,1,0,15,1,farmacia
9,6,8,1,0,15,1,farmacia
3,3,0,4,0,25,1,farmacia
9,4,2,1,0,25,1,farmacia
7,2,3,1,0,28,1,farmacia
5,7,1,3,0,47,1,farmacia
7,7,2,2,0,40,1,farmacia
4,1,0,1,0,15,1,farmacia
2,1,0,1,0,15,1,farmacia
1,2,0,1,0,26,1,farmacia
4,5,2,1,0,55,1,farmacia
3,2,1,1,0,44,1,farmacia
0,1,0,0,0,1,1,farmacia
4,4,0,1,0,25,1,farmacia
4,2,0,2,0,33,1,farmacia
3,1,0,2,0,39,1,farmacia
0,1,0,0,0,2,1,farmacia
2,2,0,3,0,20,1,farmacia
5,2,0,1,0,21,1,farmacia
7,8,1,1,0,24,1,farmacia
5,2,0,3,0,35,1,farmacia
0,1,0,0,0,6,1,farmacia
4,5,1,1,0,55,1,farmacia
1,1,0,0,0,10,1,farmacia
3,1,0,1,0,23,1,farmacia
3,1,0,1,0,15,1,farmacia
2,2,0,3,0,20,1,farmacia
3,2,0,3,0,57,1,farmacia
3,3,0,1,0,32,1,farmacia
0,1,0,0,0,8,1,farmacia
2,1,0,2,0,46,1,farmacia
4,2,0,2,0,20,1,farmacia
3,3,0,3,0,28,1,farmacia
8,7,0,1,0,32,1,farmacia
3,1,0,1,0,19,1,farmacia
6,3,0,2,0,71,1,farmacia
5,6,0,1,0,23,1,farmacia
3,3,0,3,0,28,1,farmacia
3,4,0,2,0,32,1,farmacia
3,8,1,1,0,49,1,farmacia
2,2,0,1,0,15,1,farmacia
2,2,0,1,0,15,1,farmacia
2,2,0,3,0,19,1,farmacia
6,3,0,3,0,58,1,farmacia
1,1,0,1,0,15,1,farmacia
2,1,0,1,0,45,1,farmacia
9,8,7,1,0,16,1,farmacia
5,2,0,3,0,57,1,farmacia
2,1,0,1,0,23,1,farmacia
4,1,2,1,0,4,1,farmacia
2,1,0,3,0,46,1,farmacia
5,2,1,2,0,28,1,farmacia
5,4,0,1,0,42,1,farmacia
2,2,0,2,0,18,1,farmacia
4,1,0,2,0,28,1,farmacia
3,1,0,1,0,28,1,farmacia
9,11,4,1,0,34,1,farmacia
4,5,0,4,0,75,1,farmacia
1,1,0,2,0,34,1,farmacia
8,8,2,1,0,25,1,farmacia
0,1,0,0,0,0,1,farmacia
4,1,0,1,0,28,1,farmacia
10,8,8,1,0,15,1,farmacia
3,1,0,2,0,29,1,farmacia
0,1,0,0,0,8,1,farmacia
0,1,1,0,0,24,1,farmacia
4,11,1,1,0,47,1,farmacia
3,3,0,1,0,25,1,farmacia
3,4,0,1,0,31,1,farmacia
5,1,0,2,0,39,1,farmacia
9,3,1,1,0,39,1,farmacia
0,1,0,0,0,29,1,farmacia
14,8,1,2,0,29,1,farmacia
16,6,6,1,0,14,1,farmacia
3,3,2,1,0,24,1,farmacia
0,4,0,0,0,33,1,farmacia
8,1,0,3,0,38,1,farmacia
0,2,0,2,0,34,1,farmacia
9,10,3,1,0,33,1,farmacia
8,1,0,2,0,70,1,farmacia
5,4,0,1,0,25,1,farmacia
3,1,0,2,0,38,1,farmacia
5,9,1,2,0,67,1,farmacia
6,1,0,3,0,24,1,farmacia
4,3,0,3,0,37,1,farmacia
10,8,8,1,0,16,1,farmacia
0,2,0,2,0,56,1,farmacia
2,1,0,0,0,8,1,farmacia
0,2,0,1,0,26,1,farmacia
0,1,0,3,0,55,1,farmacia
14,9,2,2,0,29,1,farmacia
0,3,0,2,0,31,1,farmacia
3,4,2,2,0,25,1,farmacia
2,1,0,2,0,22,1,farmacia
7,1,0,2,0,42,1,farmacia
0,1,0,0,0,8,1,farmacia
4,1,2,1,0,4,1,farmacia
9,2,0,2,0,37,1,farmacia
5,1,0,3,0,39,1,farmacia
2,1,0,1,0,22,1,farmacia
5,1,0,1,0,17,1,farmacia
0,2,1,0,0,45,1,farmacia
0,1,0,0,0,8,1,farmacia
2,1,0,2,0,46,1,farmacia
0,1,0,0,0,7,1,farmacia
7,5,0,3,0,59,1,farmacia
8,8,1,2,0,61,1,farmacia
3,4,0,1,0,24,1,farmacia
6,3,0,1,0,19,1,farmacia
3,7,1,1,0,48,1,farmacia
2,3,0,1,0,24,1,farmacia
2,3,2,1,0,21,1,farmacia
1,1,0,2,0,45,1,farmacia
3,2,0,2,0,20,1,farmacia
4,3,1,3,0,27,1,farmacia
6,7,1,2,0,40,1,farmacia
4,1,2,1,0,4,1,farmacia
1,2,0,1,0,14,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,0,0,3,1,farmacia
2,4,3,2,0,24,1,farmacia
5,7,1,3,0,47,1,farmacia
0,2,2,1,0,22,1,farmacia
7,1,0,1,0,27,1,farmacia
2,4,0,2,0,31,1,farmacia
0,1,0,0,0,25,1,farmacia
10,8,8,1,0,15,1,farmacia
2,2,0,3,0,21,1,farmacia
5,4,0,1,0,32,1,farmacia
0,1,0,0,0,7,1,farmacia
3,2,2,1,0,43,1,farmacia
10,9,8,1,0,15,1,farmacia
2,2,0,2,0,33,1,farmacia
3,5,0,2,0,42,1,farmacia
3,7,1,1,0,48,1,farmacia
1,3,0,0,0,32,1,farmacia
5,4,0,1,0,32,1,farmacia
11,5,1,2,0,23,1,farmacia
0,1,0,0,0,1,1,farmacia
3,4,0,1,0,43,1,farmacia
4,2,0,3,0,36,1,farmacia
2,1,0,1,0,23,1,farmacia
8,7,1,3,0,60,1,farmacia
2,2,0,3,0,19,1,farmacia
2,2,3,1,0,26,1,farmacia
0,2,2,1,0,21,1,farmacia
4,1,0,1,0,17,1,farmacia
3,3,1,2,0,24,1,farmacia
3,1,0,1,0,23,1,farmacia
0,1,0,0,0,7,1,farmacia
10,9,8,1,0,15,1,farmacia
0,1,0,0,0,2,1,farmacia
2,3,2,1,0,21,1,farmacia
4,1,2,1,0,3,1,farmacia
3,2,0,3,0,28,1,farmacia
7,6,0,3,0,61,1,farmacia
4,2,0,2,0,21,1,farmacia
4,3,0,1,0,17,1,farmacia
9,4,8,1,0,15,1,farmacia
4,7,1,2,0,48,1,farmacia
5,4,1,5,0,47,1,farmacia
2,1,0,1,0,45,1,farmacia
4,9,0,1,0,24,1,farmacia
4,5,0,1,0,24,1,farmacia
5,3,0,5,0,36,1,farmacia
10,8,8,1,0,15,1,farmacia
3,1,0,1,0,23,1,farmacia
1,2,0,0,0,3,1,farmacia
3,3,2,2,0,26,1,farmacia
2,1,0,1,0,39,1,farmacia
2,2,0,2,0,25,1,farmacia
5,2,0,2,0,35,1,farmacia
5,6,1,2,0,46,1,farmacia
1,2,0,1,0,33,1,farmacia
1,1,0,2,0,60,1,farmacia
6,1,0,3,0,39,1,farmacia
8,5,2,1,0,26,1,farmacia
1,2,1,0,0,45,1,farmacia
4,1,1,1,0,6,1,farmacia
0,1,0,2,0,57,1,farmacia
5,6,1,2,0,46,1,farmacia
3,3,0,1,0,25,1,farmacia
1,1,0,0,0,9,1,farmacia
4,2,0,3,0,28,1,farmacia
3,4,1,4,0,29,1,farmacia
1,1,0,1,0,34,1,farmacia
4,7,0,1,0,75,1,farmacia
5,3,0,4,0,73,1,farmacia
0,1,0,0,0,7,1,farmacia
3,1,0,1,0,19,1,farmacia
1,2,0,0,0,3,1,farmacia
2,1,0,1,0,22,1,farmacia
3,3,0,3,0,28,1,farmacia
4,2,0,1,0,27,1,farmacia
2,3,0,1,0,40,1,farmacia
2,2,0,3,0,19,1,farmacia
4,6,0,1,0,73,1,farmacia
8,5,5,1,0,42,1,farmacia
2,3,0,1,0,32,1,farmacia
1,1,0,1,0,13,1,farmacia
3,1,0,1,0,28,1,farmacia
0,1,0,0,0,25,1,farmacia
2,5,0,1,0,32,1,farmacia
0,1,0,2,0,57,1,farmacia
5,2,1,3,0,28,1,farmacia
0,1,0,0,0,3,1,farmacia
5,6,0,2,0,41,1,farmacia
0,1,1,0,0,24,1,farmacia
2,2,3,1,0,26,1,farmacia
5,3,0,3,0,58,1,farmacia
2,2,0,1,0,23,1,farmacia
4,4,0,1,0,24,1,farmacia
0,2,2,2,0,27,1,farmacia
2,1,0,1,0,10,1,farmacia
2,2,0,2,0,33,1,farmacia
6,1,0,1,0,27,1,farmacia
4,1,0,2,0,14,1,farmacia
4,4,0,5,0,74,1,farmacia
10,8,8,1,0,16,1,farmacia
4,1,2,1,0,4,1,farmacia
3,6,2,1,0,59,1,farmacia
4,1,3,1,0,4,1,farmacia
4,7,1,2,0,47,1,farmacia
3,1,2,2,0,26,1,farmacia
15,6,2,3,0,25,1,farmacia
3,4,1,4,0,26,1,farmacia
1,1,0,1,0,34,1,farmacia
5,1,0,2,0,39,1,farmacia
5,6,1,2,0,40,1,farmacia
5,3,0,2,0,35,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,2,0,53,1,farmacia
3,1,0,2,0,29,1,farmacia
10,2,0,1,0,38,1,farmacia
5,1,0,2,0,22,1,farmacia
3,3,1,1,0,21,1,farmacia
0,1,0,1,0,13,1,farmacia
5,3,0,5,0,37,1,farmacia
3,1,0,2,0,39,1,farmacia
5,2,0,1,0,24,1,farmacia
3,1,0,1,0,9,1,farmacia
3,4,0,1,0,24,1,farmacia
4,3,0,3,0,36,1,farmacia
2,1,0,2,0,22,1,farmacia
2,3,2,1,0,24,1,farmacia
1,3,2,1,0,21,1,farmacia
0,2,1,1,0,23,1,farmacia
5,2,0,3,0,36,1,farmacia
4,1,2,1,0,4,1,farmacia
5,3,0,3,0,36,1,farmacia
8,7,0,1,0,31,1,farmacia
3,2,2,2,0,27,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,0,0,0,1,farmacia
9,4,3,1,0,39,1,farmacia
10,8,8,1,0,15,1,farmacia
3,4,1,4,0,26,1,farmacia
5,1,0,2,0,22,1,farmacia
0,1,0,0,0,2,1,farmacia
5,3,0,3,0,36,1,farmacia
0,3,0,0,0,33,1,farmacia
1,3,2,2,0,21,1,farmacia
1,2,0,2,0,27,1,farmacia
8,3,3,1,0,27,1,farmacia
2,2,0,2,0,22,1,farmacia
0,1,0,0,0,7,1,farmacia
6,1,0,2,0,41,1,farmacia
0,1,0,0,0,7,1,farmacia
1,1,0,3,0,56,1,farmacia
4,1,3,1,0,4,1,farmacia
4,3,0,2,0,33,1,farmacia
6,5,2,3,0,56,1,farmacia
1,1,0,1,0,15,1,farmacia
4,5,0,2,0,43,1,farmacia
0,1,0,1,0,26,1,farmacia
3,1,0,1,0,23,1,farmacia
3,3,0,1,0,17,1,farmacia
0,2,2,2,0,27,1,farmacia
5,2,1,2,0,28,1,farmacia
2,3,0,1,0,3,1,farmacia
9,7,8,1,0,15,1,farmacia
1,3,2,2,0,21,1,farmacia
3,5,0,4,0,30,1,farmacia
0,1,0,3,0,55,1,farmacia
4,1,0,2,0,14,1,farmacia
3,1,0,2,0,29,1,farmacia
0,1,0,0,0,1,1,farmacia
6,3,0,1,0,19,1,farmacia
2,2,0,1,0,50,1,farmacia
4,1,0,3,0,40,1,farmacia
0,2,1,1,0,23,1,farmacia
0,2,1,1,0,23,1,farmacia
2,3,0,1,0,3,1,farmacia
2,1,0,1,0,45,1,farmacia
3,5,0,1,0,24,1,farmacia
3,1,0,1,0,9,1,farmacia
6,1,0,2,0,40,1,farmacia
37,1,3,1,0,7,1,farmacia
8,5,5,1,0,42,1,farmacia
3,2,0,2,0,20,1,farmacia
2,1,0,3,0,47,1,farmacia
0,1,0,0,0,8,1,farmacia
2,1,0,1,0,29,1,farmacia
5,2,0,3,0,35,1,farmacia
4,1,2,1,0,4,1,farmacia
6,8,1,1,0,23,1,farmacia
5,2,0,1,0,19,1,farmacia
6,4,0,3,0,71,1,farmacia
6,1,0,4,0,38,1,farmacia
4,3,0,3,0,36,1,farmacia
3,2,0,2,0,18,1,farmacia
8,3,4,1,0,28,1,farmacia
4,1,2,1,0,4,1,farmacia
3,1,0,3,0,46,1,farmacia
3,3,0,1,0,32,1,farmacia
5,2,0,3,0,35,1,farmacia
4,1,0,3,0,40,1,farmacia
5,2,0,3,0,37,1,farmacia
1,1,0,1,0,14,1,farmacia
0,1,0,0,0,0,1,farmacia
2,1,0,3,0,46,1,farmacia
3,3,0,1,0,25,1,farmacia
5,2,0,2,0,24,1,farmacia
3,4,0,1,0,31,1,farmacia
3,4,2,2,0,25,1,farmacia
3,4,1,4,0,28,1,farmacia
0,2,0,0,0,3,1,farmacia
0,1,0,0,0,2,1,farmacia
6,1,0,3,0,39,1,farmacia
2,3,1,1,0,24,1,farmacia
2,1,0,2,0,46,1,farmacia
5,2,0,3,0,36,1,farmacia
0,1,0,0,0,0,1,farmacia
0,2,2,1,0,21,1,farmacia
4,4,0,1,0,24,1,farmacia
8,2,0,1,0,26,1,farmacia
4,1,0,3,0,40,1,farmacia
7,6,0,1,0,26,1,farmacia
6,4,1,4,0,57,1,farmacia
0,2,0,0,0,3,1,farmacia
3,7,1,1,0,48,1,farmacia
5,4,0,5,0,36,1,farmacia
3,1,0,1,0,23,1,farmacia
8,3,3,1,0,27,1,farmacia
0,1,0,0,0,7,1,farmacia
2,3,2,1,0,25,1,farmacia
2,2,0,1,0,18,1,farmacia
5,2,1,3,0,28,1,farmacia
5,6,1,2,0,46,1,farmacia
6,6,1,2,0,40,1,farmacia
2,1,0,2,0,19,1,farmacia
6,1,0,5,0,24,1,farmacia
3,1,0,1,0,20,1,farmacia
1,2,1,0,0,45,1,farmacia
3,3,0,1,0,32,1,farmacia
4,1,2,1,0,4,1,farmacia
1,1,0,0,0,10,1,farmacia
1,2,0,0,0,18,1,farmacia
0,1,0,0,0,7,1,farmacia
5,2,1,3,0,28,1,farmacia
2,1,0,2,0,24,1,farmacia
1,2,0,3,0,55,1,farmacia
5,3,0,2,0,36,1,farmacia
3,1,0,2,0,28,1,farmacia
3,1,0,2,0,29,1,farmacia
0,2,0,0,0,3,1,farmacia
4,1,2,1,0,4,1,farmacia
0,2,0,0,0,44,1,farmacia
4,1,1,1,0,4,1,farmacia
9,1,0,2,0,71,1,farmacia
3,3,0,1,0,32,1,farmacia
0,1,0,0,0,2,1,farmacia
7,6,0,3,0,61,1,farmacia
7,2,0,2,0,43,1,farmacia
4,1,2,1,0,4,1,farmacia
8,1,0,2,0,37,1,farmacia
4,2,0,3,0,59,1,farmacia
3,3,0,1,0,17,1,farmacia
1,1,0,2,0,61,1,farmacia
1,5,0,1,0,32,1,farmacia
9,2,0,2,0,37,1,farmacia
6,1,0,1,0,25,1,farmacia
3,1,0,2,0,39,1,farmacia
9,2,0,1,0,38,1,farmacia
9,4,3,1,0,39,1,farmacia
5,5,0,2,0,42,1,farmacia
6,3,0,2,0,71,1,farmacia
2,3,0,2,0,24,1,farmacia
2,2,0,2,0,22,1,farmacia
2,4,3,2,0,24,1,farmacia
3,5,0,2,0,42,1,farmacia
0,1,0,0,0,2,1,farmacia
6,1,0,2,0,39,1,farmacia
3,1,0,1,0,9,1,farmacia
7,8,2,1,0,21,1,farmacia
2,1,0,1,0,10,1,farmacia
4,5,2,1,0,55,1,farmacia
3,1,0,2,0,21,1,farmacia
4,1,0,1,0,22,1,farmacia
9,7,8,1,0,15,1,farmacia
3,4,0,2,0,32,1,farmacia
9,8,1,2,0,27,1,farmacia
9,1,0,2,0,72,1,farmacia
2,3,2,1,0,21,1,farmacia
4,5,0,1,0,24,1,farmacia
2,2,0,1,0,18,1,farmacia
8,1,0,3,0,38,1,farmacia
7,4,0,1,0,25,1,farmacia
6,1,0,2,0,24,1,farmacia
4,2,0,2,0,33,1,farmacia
2,2,0,2,0,21,1,farmacia
5,3,0,3,0,36,1,farmacia
6,4,1,4,0,57,1,farmacia
5,3,0,2,0,75,1,farmacia
2,1,0,2,0,47,1,farmacia
0,1,0,0,0,25,1,farmacia
4,1,0,3,0,37,1,farmacia
2,3,2,1,0,24,1,farmacia
0,1,0,0,0,7,1,farmacia
2,2,0,2,0,18,1,farmacia
2,2,0,1,0,15,1,farmacia
3,1,0,1,0,28,1,farmacia
2,1,0,0,0,8,1,farmacia
2,1,0,1,0,14,1,farmacia
0,2,1,1,0,20,1,farmacia
2,2,0,3,0,19,1,farmacia
7,4,0,5,0,72,1,farmacia
2,2,0,1,0,22,1,farmacia
5,3,0,1,0,18,1,farmacia
5,3,0,5,0,37,1,farmacia
4,5,0,1,0,24,1,farmacia
0,1,0,0,0,7,1,farmacia
11,8,1,2,0,30,1,farmacia
0,1,0,0,0,0,1,farmacia
3,4,0,1,0,36,1,farmacia
3,5,1,1,0,60,1,farmacia
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
